,ticker,model,BIAS_abs,BIAS_rel,MAPE,MAE_abs,MAE_rel,RMSE_abs,RMSE_rel,MSE
0,Mexico // Beer // Amber Ale  // Mexico City // Fancy Beer Amber Ale 500 ml,moving_average,31913.48538011694,0.012057792858972915,0.17164193187828217,439636.57309941517,0.1661067936805224,490616.1971093683,0.18536829830838464,240704252866.0585
0,Mexico // Beer // Amber Ale  // Monterrey // Fancy Beer Amber Ale 1 pint,simple_ex_smoothing,102236.79747110409,0.030134078262089532,0.16900462017461174,550259.0564979953,0.16218768469953979,637162.4693796702,0.18780228051822462,405976012385.99915
0,Mexico // Beer // Amber Ale  // Monterrey // Fancy Beer Amber Ale 1 pint,moving_average,43094.00584795324,0.012547881156111494,0.17340348954203377,573283.7953216374,0.16692569629755385,635770.2613569841,0.18512016985017135,404203825225.9279
0,Mexico // Beer // Amber Ale  // Monterrey // Fancy Beer Amber Ale 330 ml,simple_ex_smoothing,98840.3225607299,0.03069527442078812,0.17705989435798244,545644.7971118952,0.16945226755339718,621240.8934846818,0.19292895058301088,385940247737.6458
0,Mexico // Beer // Amber Ale  // Monterrey // Fancy Beer Amber Ale 330 ml,moving_average,43211.60233918129,0.013257006739372175,0.17858755845243007,557620.8771929825,0.17107404786651687,618986.8833658362,0.18990069426153433,383144761778.95135
0,Mexico // Beer // Amber Ale  // Monterrey // Fancy Beer Amber Ale 500 ml,simple_ex_smoothing,94693.12895158,0.030923622437572098,0.17589414043198778,515481.6812407221,0.1683391504818049,584841.2062130597,0.19098966152142488,342039236484.74664
0,Mexico // Beer // Amber Ale  // Monterrey // Fancy Beer Amber Ale 500 ml,moving_average,37025.2514619883,0.01195361560981999,0.17427842908844485,517221.8011695907,0.16698524255932262,576097.7315861888,0.18599335764513245,331888596338.75244
0,Mexico // Beer // Amber Ale  // Puebla // Fancy Beer Amber Ale 1 pint,simple_ex_smoothing,72503.49963257556,0.02965454944703682,0.1752794040156164,408065.9299258406,0.16690244412974461,468692.1878045911,0.1916991004451654,219672366909.05408
0,Mexico // Beer // Amber Ale  // Puebla // Fancy Beer Amber Ale 1 pint,moving_average,29504.47368421054,0.011926109075915417,0.17521405784565353,413053.47953216365,0.16696182768117693,466843.44337303465,0.18870446179225678,217942800620.39178
0,Mexico // Beer // Amber Ale  // Puebla // Fancy Beer Amber Ale 330 ml,simple_ex_smoothing,63269.08338383971,0.02700818201939461,0.1742034261208114,389469.4239755873,0.16625594257318066,447702.22561555856,0.1911142465357976,200437282821.12448
0,Mexico // Beer // Amber Ale  // Puebla // Fancy Beer Amber Ale 330 ml,moving_average,23603.53801169588,0.009959761964994382,0.17674434624843957,400169.46783625724,0.16885573015929567,445249.45579361764,0.1878777068315066,198247077884.51266
0,Mexico // Beer // Amber Ale  // Puebla // Fancy Beer Amber Ale 500 ml,simple_ex_smoothing,63412.854946995845,0.028839612141933438,0.1684779893703977,358587.1566785872,0.16308230446860042,415365.73791523784,0.18890470691685732,172528696233.87006
